t_s,lat_deg,lon_deg,alt_raw,alt_m,sats,fix,horzv,vertv,head
26.90000009536743,34.4975444,-116.9545725,13512,4118.457600000001,21,3,28,-31,62
27.0,34.4975481,-116.9545639,13509,4117.5432,20,3,29,-34,62
27.100000143051147,34.4975519,-116.9545552,13506,4116.6288,21,3,29,-37,62
27.200000047683716,34.4975557,-116.9545463,13502,4115.4096,21,3,30,-39,62
27.299999952316284,34.4975594,-116.9545372,13498,4114.1904,21,3,30,-41,63
27.40000009536743,34.4975631,-116.9545281,13494,4112.9712,21,3,29,-43,64
27.5,34.4975664,-116.954519,13489,4111.4472000000005,21,3,29,-45,65
27.600000143051147,34.4975698,-116.9545103,13485,4110.228,21,3,27,-47,64
27.700000047683716,34.497573,-116.9545018,13480,4108.704000000001,21,3,27,-48,63
27.799999952316284,34.4975762,-116.9544934,13475,4107.18,21,3,27,-49,63
27.90000009536743,34.4975793,-116.9544853,13470,4105.656,21,3,27,-50,65
28.200000047683716,34.4975861,-116.9544599,13454,4100.7792,21,3,25,-55,75
29.200000047683716,34.4975936,-116.9543996,13399,4084.0152000000003,21,3,14,-60,58
30.200000047683716,34.4976264,-116.9543459,13339,4065.7272000000003,20,3,18,-60,50
31.200000047683716,34.4976442,-116.9543026,13278,4047.1344000000004,21,3,14,-60,83
32.200000047683716,34.4976544,-116.9542656,13217,4028.5416,19,3,19,-64,107
33.200000047683716,34.4976249,-116.9542251,13155,4009.6440000000002,21,3,16,-67,137
34.200000047683716,34.4976139,-116.9541755,13089,3989.5272,21,3,22,-64,101
35.200000047683716,34.4975886,-116.9540947,13022,3969.1056000000003,21,3,26,-59,105
36.200000047683716,34.4975751,-116.9540136,12962,3950.8176000000003,20,3,29,-60,87
37.200000047683716,34.4975767,-116.9539171,12898,3931.3104000000003,21,3,30,-70,68
38.200000047683716,34.4976069,-116.9538266,12838,3913.0224000000003,21,3,26,-58,59
39.200000047683716,34.4976285,-116.9537579,12780,3895.344,21,3,18,-59,80
40.200000047683716,34.497642,-116.9537046,12717,3876.1416000000004,19,3,21,-52,98
42.200000047683716,34.4976595,-116.9535457,12594,3838.6512000000002,21,3,35,-57,106
43.200000047683716,34.4976232,-116.9534735,12531,3819.4488,21,3,12,-64,127
44.200000047683716,34.49762,-116.9534401,12468,3800.2464,21,3,8,-61,94
45.200000047683716,34.4976404,-116.9534133,12410,3782.568,21,3,20,-57,38
46.200000047683716,34.4976923,-116.9533497,12354,3765.4992,21,3,33,-57,59
47.200000047683716,34.4977038,-116.9532492,12297,3748.1256000000003,21,3,25,-57,100
48.200000047683716,34.4976933,-116.9531943,12238,3730.1424,21,3,8,-58,84
49.200000047683716,34.4977162,-116.9531605,12177,3711.5496000000003,21,3,15,-61,52
50.200000047683716,34.4977588,-116.9530992,12117,3693.2616000000003,21,3,28,-57,52
51.200000047683716,34.4978127,-116.9530186,12059,3675.5832,21,3,32,-58,57
51.200000047683716,34.4978127,-116.9530186,12059,3675.5832,21,3,32,-58,57
